probe	type	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00049616	II	2923.0	2465.0	2413.0	2310.0	2233.0	2483.0	1741.0	3316.0	2257.0	1483.0	1084.0	2008.0	1554.0	1268.0	1355.0	1526.0	1118.0	1738.0	1165.0	1333.0	1292.0	2805.0	2686.0	2826.0	2541.0	2886.0	1283.0	2016.0	2754.0	1197.0	2303.0	2170.0	2496.0	2992.0	1461.0	3117.0	1279.0	2567.0	1942.0	1197.0	1653.0	1877.0	2345.0	1694.0	1371.0	1750.0	2077.0	2957.0	2617.0	3464.0	2647.0	2174.0	1992.0	1155.0	2179.0	1993.0	1715.0	2618.0	2449.0	1621.0	1208.0	1084.0	835.0	1506.0	1531.0
cg00050792	II	1742.0	1942.0	2656.0	2079.0	1478.0	3179.0	4959.0	3250.0	1531.0	1885.0	814.0	1559.0	1133.0	802.0	1065.0	1084.0	1100.0	1080.0	1382.0	905.0	704.0	1663.0	1855.0	1801.0	2360.0	1905.0	957.0	2522.0	1883.0	1487.0	2259.0	1853.0	4416.0	3265.0	1157.0	2583.0	883.0	1938.0	1948.0	1214.0	2016.0	1311.0	1818.0	1605.0	1090.0	1234.0	1873.0	5023.0	3003.0	3294.0	2692.0	2003.0	2243.0	1269.0	2340.0	1946.0	1936.0	1894.0	2027.0	4516.0	627.0	1202.0	787.0	678.0	799.0
cg00053507	II	17138.0	21243.0	16835.0	15778.0	14788.0	16185.0	17541.0	14683.0	19904.0	15132.0	16836.0	19995.0	18366.0	14266.0	13955.0	14440.0	15612.0	16083.0	18133.0	11482.0	12129.0	21185.0	21343.0	19986.0	17726.0	17127.0	13048.0	16721.0	17752.0	19489.0	21852.0	20406.0	20056.0	16118.0	13003.0	23594.0	13482.0	20654.0	19094.0	9831.0	8493.0	15132.0	15551.0	17306.0	15338.0	15079.0	19361.0	19324.0	19945.0	20106.0	19202.0	19723.0	19102.0	16900.0	18436.0	21121.0	20917.0	16892.0	20853.0	10431.0	13987.0	13917.0	16049.0	14039.0	15245.0
cg00053927	II	5264.0	4077.0	2265.0	2538.0	2581.0	3753.0	8296.0	3306.0	1458.0	4177.0	1912.0	2667.0	1642.0	1231.0	6118.0	1902.0	1506.0	1475.0	4111.0	3898.0	2197.0	5860.0	9916.0	4481.0	15448.0	2522.0	1836.0	12186.0	3063.0	3542.0	2817.0	2959.0	4795.0	2922.0	1287.0	8963.0	1837.0	2530.0	2931.0	1749.0	3303.0	7295.0	1484.0	2085.0	1807.0	5502.0	8161.0	13098.0	10204.0	14937.0	12386.0	5267.0	5472.0	9394.0	5046.0	2326.0	8820.0	5732.0	6975.0	8129.0	2748.0	1810.0	3953.0	1694.0	2183.0
cg00054352	I	2671.0	4922.0	2046.0	1937.0	3409.0	2890.0	3412.0	3859.0	1915.0	3675.0	3117.0	1965.0	1887.0	1352.0	1486.0	2475.0	3445.0	1601.0	1911.0	2387.0	1259.0	3486.0	2320.0	2211.0	2184.0	2594.0	1208.0	2246.0	2730.0	1609.0	4391.0	4109.0	1970.0	2928.0	1272.0	2662.0	1251.0	2382.0	1254.0	1659.0	2421.0	2911.0	4145.0	2089.0	1471.0	1652.0	1901.0	3584.0	1995.0	2936.0	3329.0	3327.0	1690.0	1388.0	3649.0	2979.0	1893.0	2721.0	2181.0	6092.0	3781.0	2407.0	1522.0	1101.0	1656.0
cg00054572	II	465.0	350.0	566.0	687.0	450.0	861.0	655.0	813.0	570.0	485.0	249.0	550.0	423.0	388.0	445.0	478.0	309.0	366.0	372.0	354.0	293.0	734.0	634.0	592.0	853.0	610.0	451.0	689.0	746.0	556.0	704.0	684.0	514.0	563.0	269.0	263.0	398.0	490.0	244.0	303.0	652.0	491.0	384.0	587.0	478.0	386.0	796.0	1238.0	893.0	1080.0	575.0	295.0	356.0	614.0	542.0	460.0	335.0	311.0	309.0	320.0	180.0	386.0	281.0	244.0	227.0
cg00055462	II	526.0	635.0	588.0	781.0	802.0	785.0	643.0	1008.0	682.0	420.0	292.0	561.0	448.0	474.0	430.0	533.0	414.0	294.0	509.0	506.0	433.0	686.0	791.0	661.0	867.0	898.0	626.0	1039.0	767.0	628.0	786.0	839.0	468.0	900.0	541.0	1083.0	510.0	763.0	745.0	633.0	569.0	637.0	482.0	547.0	329.0	383.0	874.0	1109.0	470.0	903.0	462.0	958.0	751.0	697.0	1288.0	546.0	957.0	476.0	574.0	123.0	504.0	194.0	314.0	357.0	436.0
cg00055679	II	30331.0	29963.0	31084.0	29056.0	28168.0	30207.0	25003.0	21703.0	27480.0	17260.0	17073.0	29335.0	19798.0	15328.0	15545.0	16540.0	16809.0	17533.0	18513.0	13640.0	13952.0	29750.0	30092.0	29395.0	29606.0	24917.0	15427.0	20314.0	28591.0	21942.0	29772.0	33069.0	30328.0	32759.0	14808.0	30754.0	15493.0	27868.0	21967.0	14185.0	12380.0	17510.0	17693.0	21229.0	16428.0	17291.0	30846.0	30716.0	26712.0	29747.0	23701.0	32723.0	31700.0	30202.0	26083.0	28345.0	30811.0	24379.0	27560.0	18612.0	23738.0	25829.0	27517.0	23514.0	24918.0
cg00056767	II	22938.0	22661.0	22368.0	20325.0	16950.0	18608.0	19198.0	17195.0	19606.0	15737.0	16464.0	22584.0	17058.0	14874.0	15442.0	17537.0	16766.0	16578.0	8324.0	13899.0	12788.0	23616.0	22994.0	22946.0	22204.0	19307.0	13135.0	17555.0	21483.0	19106.0	22483.0	25640.0	25087.0	18884.0	13813.0	26950.0	15113.0	22242.0	20483.0	9350.0	9968.0	17800.0	18153.0	18742.0	15384.0	15268.0	21866.0	26395.0	24135.0	23056.0	20903.0	24420.0	17968.0	18217.0	21716.0	22067.0	21800.0	19516.0	20800.0	11553.0	16054.0	16116.0	17034.0	17019.0	16696.0
cg00059662	II	6514.0	3951.0	10432.0	8388.0	3618.0	10136.0	17296.0	6245.0	3128.0	14993.0	1987.0	3796.0	1393.0	2669.0	2468.0	2703.0	1675.0	3129.0	1681.0	2447.0	1960.0	4516.0	3320.0	3213.0	17622.0	5602.0	1999.0	9324.0	4332.0	2594.0	7664.0	8149.0	8934.0	6311.0	2415.0	8565.0	2071.0	8903.0	2462.0	1550.0	2715.0	3094.0	7465.0	3782.0	2622.0	2380.0	9894.0	14537.0	11272.0	13406.0	9880.0	13869.0	3674.0	9508.0	3070.0	3560.0	2742.0	3475.0	4601.0	15800.0	5451.0	2500.0	4807.0	5550.0	3146.0
cg00059930	II	4463.0	6002.0	5974.0	6652.0	445.0	607.0	696.0	24731.0	6049.0	3004.0	19861.0	3154.0	4412.0	2313.0	2552.0	5234.0	2901.0	2967.0	2059.0	3129.0	2178.0	1433.0	6711.0	5052.0	18527.0	2185.0	2361.0	3333.0	5733.0	8705.0	4602.0	5547.0	4173.0	2380.0	2749.0	5375.0	3703.0	920.0	3668.0	4431.0	3315.0	2381.0	3725.0	3562.0	2589.0	3824.0	19500.0	20844.0	9253.0	4850.0	18802.0	4520.0	13188.0	19305.0	10995.0	3023.0	15355.0	15878.0	23428.0	2348.0	2582.0	5659.0	4902.0	3546.0	7436.0
cg00068160	II	10583.0	8965.0	8945.0	6511.0	7043.0	9000.0	5042.0	8405.0	7111.0	5863.0	7548.0	9340.0	6030.0	6917.0	6135.0	6214.0	7448.0	6832.0	5629.0	4969.0	4719.0	10360.0	9967.0	9939.0	9431.0	11946.0	5439.0	8397.0	9061.0	7114.0	11069.0	9534.0	9986.0	11935.0	5429.0	13523.0	5351.0	9839.0	6814.0	5295.0	4778.0	6960.0	7855.0	8021.0	7130.0	6686.0	8965.0	11561.0	8523.0	9313.0	9241.0	8604.0	8776.0	5156.0	9859.0	8349.0	10601.0	6870.0	9352.0	2555.0	6528.0	5346.0	5044.0	4687.0	5562.0
cg00069969	II	772.0	875.0	615.0	452.0	1302.0	737.0	855.0	2394.0	789.0	395.0	386.0	616.0	286.0	122.0	377.0	428.0	497.0	465.0	366.0	226.0	487.0	812.0	789.0	764.0	835.0	699.0	524.0	571.0	764.0	643.0	951.0	941.0	752.0	1071.0	611.0	895.0	501.0	1045.0	533.0	622.0	1032.0	610.0	712.0	487.0	269.0	580.0	614.0	1510.0	673.0	1284.0	980.0	879.0	669.0	755.0	715.0	372.0	546.0	843.0	1101.0	666.0	447.0	134.0	361.0	154.0	401.0
cg00070529	II	343.0	832.0	949.0	474.0	801.0	660.0	809.0	2116.0	1114.0	828.0	406.0	1321.0	2481.0	561.0	2497.0	2942.0	1849.0	2317.0	139.0	1239.0	2280.0	1963.0	1220.0	445.0	737.0	818.0	941.0	1622.0	1155.0	778.0	442.0	668.0	1241.0	1691.0	1181.0	3040.0	1660.0	648.0	2069.0	531.0	242.0	3328.0	1660.0	1523.0	582.0	2237.0	1354.0	1715.0	1081.0	774.0	1627.0	734.0	260.0	650.0	1169.0	848.0	300.0	736.0	744.0	480.0	489.0	466.0	514.0	215.0	336.0
cg00071026	I	8402.0	6386.0	6238.0	5012.0	4093.0	5772.0	7530.0	12510.0	3495.0	1674.0	2175.0	4295.0	1478.0	1729.0	1241.0	1960.0	1446.0	1683.0	1756.0	1269.0	1269.0	4801.0	4932.0	4342.0	5733.0	4399.0	1519.0	3694.0	3745.0	1577.0	5922.0	7183.0	6630.0	7462.0	1440.0	7939.0	960.0	4754.0	3985.0	3798.0	5249.0	2519.0	3023.0	2441.0	1774.0	1583.0	6056.0	9098.0	6759.0	6348.0	6672.0	5377.0	5506.0	7129.0	5599.0	4336.0	7119.0	5785.0	5893.0	4395.0	4247.0	3187.0	3891.0	3000.0	3449.0
cg00071658	II	558.0	820.0	810.0	599.0	680.0	651.0	633.0	1336.0	733.0	976.0	956.0	778.0	898.0	620.0	815.0	700.0	1013.0	682.0	850.0	753.0	688.0	531.0	839.0	849.0	1175.0	643.0	865.0	1571.0	722.0	1034.0	964.0	1028.0	1275.0	811.0	742.0	813.0	601.0	592.0	1442.0	864.0	1702.0	799.0	1233.0	1136.0	865.0	776.0	1155.0	1639.0	595.0	762.0	763.0	688.0	597.0	423.0	802.0	817.0	857.0	562.0	587.0	286.0	380.0	485.0	324.0	348.0	386.0
cg00071727	II	10874.0	8420.0	4453.0	2588.0	3262.0	4897.0	5619.0	4566.0	2909.0	2372.0	8722.0	6420.0	2588.0	3631.0	2928.0	4134.0	2691.0	4581.0	2095.0	3018.0	2506.0	3852.0	3766.0	6003.0	10010.0	2280.0	4077.0	7062.0	3368.0	4379.0	2543.0	4911.0	11068.0	3883.0	3487.0	6370.0	3900.0	2693.0	6320.0	1950.0	3382.0	5320.0	3032.0	2606.0	1752.0	2639.0	15866.0	15126.0	13715.0	15166.0	11672.0	7067.0	3629.0	13117.0	4273.0	2481.0	3567.0	3710.0	4054.0	1345.0	2746.0	1386.0	2298.0	9023.0	2469.0
cg00073003	II	5677.0	2742.0	2193.0	2792.0	2255.0	1286.0	960.0	10425.0	3480.0	6958.0	6301.0	1695.0	8568.0	2726.0	6878.0	6191.0	8283.0	6665.0	5282.0	4919.0	6075.0	8696.0	6812.0	6063.0	5281.0	7043.0	5824.0	11316.0	6203.0	5618.0	7023.0	4380.0	6312.0	9632.0	5393.0	6510.0	6760.0	2051.0	9700.0	3869.0	9470.0	8122.0	8601.0	8557.0	7648.0	7758.0	7177.0	5702.0	4393.0	5775.0	7198.0	1609.0	2428.0	997.0	7484.0	5864.0	3689.0	5826.0	6381.0	4740.0	2332.0	2445.0	1610.0	2630.0	1442.0
cg00075768	I	24451.0	26350.0	25205.0	22923.0	22924.0	24805.0	23973.0	15489.0	25051.0	15541.0	17085.0	24895.0	14510.0	14255.0	15564.0	16988.0	17341.0	15326.0	19441.0	13648.0	14417.0	25826.0	25704.0	24261.0	24431.0	23953.0	14344.0	14886.0	26040.0	18904.0	28647.0	26803.0	25771.0	27867.0	14547.0	26515.0	14622.0	24305.0	18080.0	9013.0	8375.0	17556.0	18993.0	19925.0	16906.0	16936.0	25312.0	23956.0	23701.0	26193.0	21555.0	27392.0	24154.0	18044.0	23978.0	22977.0	26726.0	19760.0	26059.0	14459.0	17298.0	16812.0	20399.0	18552.0	18463.0
cg00076216	II	889.0	429.0	612.0	777.0	1177.0	925.0	988.0	619.0	448.0	2038.0	336.0	630.0	508.0	256.0	521.0	1118.0	463.0	387.0	401.0	352.0	492.0	623.0	604.0	823.0	1059.0	1175.0	418.0	996.0	469.0	555.0	381.0	1685.0	714.0	729.0	214.0	834.0	483.0	856.0	1989.0	529.0	356.0	631.0	461.0	397.0	486.0	647.0	864.0	1536.0	1576.0	2469.0	1206.0	831.0	579.0	451.0	859.0	395.0	705.0	518.0	618.0	564.0	161.0	186.0	293.0	413.0	219.0
cg00076854	II	22729.0	20396.0	22152.0	20697.0	20578.0	18967.0	16890.0	18181.0	18930.0	17007.0	18117.0	21858.0	15681.0	16484.0	14630.0	16202.0	17774.0	18235.0	20146.0	13309.0	14441.0	24411.0	22774.0	22552.0	23647.0	23497.0	14046.0	16730.0	22461.0	20185.0	22321.0	24100.0	21879.0	24892.0	14768.0	23535.0	16022.0	21074.0	22099.0	11327.0	12969.0	19152.0	19501.0	20318.0	16475.0	18068.0	23173.0	20468.0	22310.0	24559.0	20173.0	25453.0	21940.0	20989.0	21228.0	22555.0	23687.0	20829.0	21423.0	10992.0	15844.0	17308.0	16202.0	17043.0	17819.0
cg00083223	II	5332.0	3056.0	5106.0	3233.0	4337.0	4617.0	4289.0	4228.0	2840.0	7835.0	2413.0	3405.0	2078.0	1997.0	2438.0	3315.0	2539.0	1915.0	1760.0	1614.0	1792.0	3517.0	2334.0	3282.0	6611.0	3576.0	3202.0	5275.0	3667.0	2389.0	2909.0	5276.0	4160.0	4289.0	1958.0	4635.0	2170.0	3363.0	2773.0	1932.0	2160.0	2700.0	3120.0	6322.0	2291.0	2216.0	4922.0	14214.0	8399.0	8491.0	7148.0	6576.0	3529.0	7068.0	3701.0	3449.0	3345.0	3662.0	3835.0	20514.0	6723.0	3168.0	2288.0	2343.0	2140.0
cg00084432	II	884.0	735.0	631.0	609.0	498.0	527.0	521.0	1988.0	679.0	710.0	669.0	710.0	523.0	517.0	620.0	610.0	590.0	447.0	545.0	554.0	466.0	738.0	907.0	846.0	866.0	745.0	612.0	1656.0	971.0	678.0	853.0	1256.0	1085.0	828.0	668.0	913.0	548.0	670.0	1364.0	1401.0	1153.0	1139.0	796.0	880.0	462.0	705.0	1110.0	2043.0	944.0	1509.0	818.0	708.0	640.0	1156.0	762.0	950.0	1234.0	697.0	1189.0	483.0	540.0	418.0	562.0	466.0	256.0
cg00090091	II	1731.0	2000.0	1137.0	1324.0	1571.0	1025.0	838.0	1196.0	1655.0	1366.0	1351.0	1405.0	1382.0	945.0	1438.0	1404.0	1264.0	1016.0	1161.0	967.0	902.0	2046.0	1925.0	2084.0	1710.0	2301.0	1120.0	2023.0	1295.0	1521.0	1555.0	2538.0	2006.0	1584.0	1233.0	2142.0	1189.0	1944.0	1975.0	712.0	905.0	1734.0	1601.0	1891.0	1118.0	1398.0	1604.0	2108.0	1964.0	1891.0	1752.0	1389.0	1738.0	762.0	2168.0	1761.0	1652.0	1991.0	1702.0	3787.0	1147.0	1111.0	514.0	863.0	685.0
cg00092518	I	4010.0	1512.0	3686.0	3137.0	953.0	1208.0	2662.0	2143.0	1330.0	485.0	1283.0	1581.0	558.0	234.0	415.0	1237.0	818.0	868.0	3853.0	1006.0	636.0	2125.0	5393.0	4112.0	2665.0	1623.0	1292.0	1250.0	3797.0	9406.0	1240.0	2560.0	9376.0	2064.0	804.0	8067.0	836.0	1834.0	5420.0	914.0	1064.0	1625.0	1905.0	1550.0	626.0	1807.0	5894.0	4610.0	4382.0	5530.0	4789.0	1177.0	19965.0	2673.0	12200.0	3488.0	17697.0	15961.0	18313.0	672.0	1579.0	961.0	3206.0	767.0	1848.0
cg00093478	I	4835.0	2992.0	4591.0	5410.0	6360.0	5242.0	10558.0	2921.0	2559.0	14707.0	2567.0	2430.0	1458.0	2071.0	6516.0	5299.0	2734.0	17498.0	7502.0	2263.0	2606.0	3749.0	3776.0	11488.0	16412.0	2811.0	3917.0	5917.0	4409.0	8880.0	18800.0	6607.0	18583.0	8103.0	10330.0	8701.0	8447.0	6046.0	4167.0	1851.0	1949.0	3013.0	6493.0	8958.0	2899.0	7769.0	10182.0	16830.0	18256.0	19724.0	15951.0	8848.0	10496.0	14569.0	11295.0	20188.0	9975.0	8671.0	12379.0	25435.0	7071.0	11015.0	3323.0	17496.0	7246.0
cg00094319	II	5770.0	3489.0	4552.0	2422.0	4558.0	4926.0	9295.0	9397.0	2207.0	1546.0	1911.0	2368.0	1744.0	1255.0	2217.0	1347.0	2950.0	3151.0	2134.0	1421.0	959.0	2943.0	6771.0	2094.0	4696.0	2253.0	1641.0	5503.0	4020.0	2007.0	1790.0	4897.0	6743.0	5756.0	1445.0	2249.0	1205.0	1980.0	3705.0	1921.0	2203.0	2917.0	1670.0	3744.0	1981.0	1920.0	6188.0	12177.0	3860.0	5429.0	2412.0	8701.0	6753.0	1739.0	5445.0	2781.0	5592.0	3977.0	5862.0	4701.0	2169.0	2021.0	1765.0	2222.0	1061.0
cg00097020	I	620.0	743.0	745.0	571.0	641.0	826.0	593.0	2041.0	819.0	188.0	210.0	459.0	419.0	495.0	265.0	231.0	325.0	202.0	261.0	484.0	383.0	527.0	966.0	742.0	726.0	698.0	352.0	708.0	571.0	573.0	752.0	781.0	618.0	904.0	330.0	462.0	264.0	661.0	387.0	469.0	2228.0	646.0	622.0	536.0	237.0	443.0	559.0	1037.0	507.0	710.0	545.0	762.0	681.0	584.0	778.0	994.0	661.0	520.0	1171.0	376.0	508.0	620.0	347.0	373.0	437.0
cg00098070	II	950.0	893.0	880.0	772.0	958.0	892.0	803.0	921.0	917.0	793.0	815.0	980.0	646.0	740.0	811.0	1031.0	919.0	818.0	584.0	752.0	758.0	1155.0	817.0	1036.0	800.0	1409.0	675.0	1123.0	876.0	1235.0	1053.0	1175.0	1146.0	1241.0	936.0	1179.0	788.0	1022.0	1228.0	1036.0	1135.0	1272.0	1222.0	1182.0	836.0	1067.0	911.0	1401.0	1222.0	834.0	674.0	1137.0	1097.0	925.0	881.0	929.0	986.0	1001.0	1001.0	2190.0	837.0	726.0	445.0	675.0	596.0
cg00098553	II	32642.0	26934.0	30945.0	25784.0	21750.0	23047.0	22598.0	21439.0	28267.0	15163.0	16987.0	30577.0	13293.0	18807.0	18074.0	18650.0	20797.0	14970.0	17178.0	12248.0	13307.0	25531.0	22503.0	27978.0	28308.0	26896.0	15092.0	17408.0	29193.0	23351.0	23543.0	26289.0	27696.0	33651.0	17215.0	31765.0	19034.0	24817.0	21779.0	22283.0	21156.0	17401.0	18083.0	23687.0	15356.0	20825.0	29197.0	28842.0	24671.0	31527.0	23202.0	26413.0	26933.0	27193.0	26036.0	26223.0	27900.0	23791.0	31286.0	24674.0	22486.0	29240.0	25648.0	22366.0	24042.0
cg00099976	I	28552.0	29048.0	28566.0	27898.0	25460.0	30432.0	28174.0	22009.0	31299.0	20006.0	20751.0	30802.0	17654.0	18523.0	17913.0	19571.0	20975.0	20963.0	23717.0	16400.0	17545.0	30952.0	32900.0	29189.0	30291.0	31888.0	17145.0	19607.0	30929.0	25556.0	29254.0	30329.0	29836.0	33222.0	18354.0	30495.0	17202.0	27187.0	20749.0	13718.0	14431.0	21115.0	21012.0	23706.0	19912.0	21000.0	31006.0	29216.0	28737.0	30325.0	25967.0	31048.0	27794.0	31618.0	26786.0	27989.0	31972.0	26130.0	30734.0	19376.0	23347.0	23096.0	26655.0	25349.0	24966.0
cg00102591	II	19902.0	21811.0	20411.0	18776.0	18569.0	20161.0	19225.0	15637.0	19571.0	15654.0	16091.0	21711.0	12213.0	15040.0	13866.0	15551.0	16409.0	17517.0	17754.0	12437.0	11954.0	23625.0	22943.0	20372.0	20949.0	23691.0	12672.0	16582.0	20310.0	18624.0	22026.0	24340.0	22230.0	23186.0	12960.0	24792.0	13244.0	20230.0	21406.0	10452.0	8239.0	16082.0	16872.0	18460.0	16190.0	15318.0	19565.0	21393.0	20962.0	22507.0	19344.0	25374.0	21506.0	17119.0	20520.0	21670.0	23427.0	17338.0	20804.0	10812.0	11998.0	14520.0	14091.0	15493.0	14646.0
cg00108349	II	1047.0	1416.0	1547.0	1160.0	1086.0	1917.0	1487.0	1399.0	1046.0	1922.0	1404.0	1164.0	1449.0	1490.0	1556.0	2195.0	1632.0	1594.0	3041.0	2142.0	1094.0	1528.0	1212.0	1536.0	1053.0	733.0	2477.0	1982.0	947.0	2667.0	1521.0	1604.0	3056.0	1595.0	1618.0	1662.0	1535.0	1089.0	3097.0	2403.0	3034.0	2449.0	1788.0	2259.0	1209.0	1516.0	1053.0	2147.0	1643.0	3001.0	2922.0	1112.0	1708.0	1010.0	1948.0	1440.0	1396.0	1873.0	1745.0	1241.0	1081.0	617.0	1141.0	1187.0	679.0
cg00109076	II	3920.0	6145.0	2858.0	5009.0	4147.0	6130.0	3629.0	10249.0	5385.0	5525.0	4572.0	2470.0	5976.0	4790.0	4560.0	5318.0	5619.0	5781.0	4016.0	3498.0	3707.0	5672.0	5315.0	6761.0	4003.0	5273.0	3816.0	7391.0	3748.0	3465.0	6643.0	6181.0	7883.0	6266.0	3222.0	9896.0	4134.0	6501.0	8125.0	1644.0	2892.0	4548.0	5433.0	5686.0	5692.0	4727.0	5123.0	10201.0	5431.0	6248.0	5977.0	2754.0	5765.0	1999.0	4866.0	4138.0	5971.0	4961.0	3574.0	8047.0	4182.0	2233.0	1827.0	2115.0	2859.0
cg00109148	II	3977.0	3687.0	4873.0	4214.0	5080.0	5176.0	18716.0	4432.0	3646.0	9605.0	2097.0	2711.0	1307.0	1882.0	2026.0	2800.0	2000.0	2367.0	1816.0	1907.0	2068.0	3623.0	2529.0	2889.0	6162.0	3473.0	2055.0	2570.0	2831.0	2870.0	3057.0	4696.0	4561.0	5309.0	2133.0	4975.0	2041.0	2789.0	2352.0	1625.0	2974.0	2423.0	3850.0	2394.0	2163.0	2189.0	5993.0	12225.0	13845.0	8980.0	11038.0	4198.0	2870.0	12126.0	3561.0	2936.0	3741.0	4515.0	3111.0	7426.0	2227.0	1930.0	2511.0	2581.0	1890.0
cg00109356	I	27374.0	25955.0	26480.0	27133.0	25919.0	28285.0	25011.0	20016.0	27794.0	18929.0	19643.0	28529.0	16592.0	17858.0	16880.0	19197.0	19563.0	19440.0	21455.0	16618.0	16200.0	32439.0	30345.0	28159.0	28893.0	30567.0	16328.0	18523.0	30294.0	22534.0	28323.0	30829.0	25726.0	29781.0	17602.0	28994.0	18525.0	27498.0	21288.0	12229.0	12806.0	20365.0	20991.0	21517.0	19242.0	20065.0	29089.0	28107.0	28348.0	30918.0	24595.0	32350.0	25595.0	31551.0	25984.0	27710.0	29560.0	26128.0	28315.0	19514.0	24823.0	24519.0	26979.0	25375.0	26881.0
cg00109551	II	5058.0	5131.0	5140.0	4620.0	3776.0	5432.0	4491.0	8516.0	3941.0	1677.0	1593.0	3846.0	1188.0	1475.0	1413.0	1691.0	1729.0	1253.0	1008.0	1166.0	1331.0	4212.0	4562.0	3701.0	4408.0	3940.0	1388.0	2171.0	3765.0	1499.0	4314.0	6066.0	4615.0	5363.0	1388.0	5184.0	1339.0	5273.0	1949.0	2157.0	2935.0	1935.0	2584.0	2191.0	1583.0	1668.0	4699.0	6277.0	5053.0	5005.0	4210.0	5568.0	4388.0	4545.0	4273.0	4138.0	4300.0	4148.0	4914.0	9391.0	4019.0	3325.0	3090.0	2820.0	3617.0
cg00000289	II	396.0	402.0	434.0	414.0	936.0	527.0	294.0	498.0	535.0	895.0	1162.0	289.0	896.0	899.0	1282.0	1326.0	1123.0	886.0	1043.0	755.0	873.0	441.0	783.0	599.0	171.0	552.0	1191.0	1288.0	546.0	968.0	402.0	436.0	413.0	554.0	1124.0	527.0	1226.0	641.0	1421.0	1060.0	931.0	1353.0	1479.0	1373.0	1029.0	1018.0	538.0	1533.0	442.0	566.0	297.0	590.0	356.0	411.0	318.0	157.0	317.0	609.0	438.0	206.0	218.0	259.0	198.0	323.0	298.0
cg00001249	II	974.0	1282.0	882.0	1111.0	1046.0	546.0	967.0	2007.0	1007.0	2271.0	1420.0	1088.0	1604.0	1143.0	1416.0	1377.0	1576.0	1251.0	1484.0	1029.0	1096.0	1910.0	1417.0	1573.0	1407.0	1861.0	1124.0	1143.0	1332.0	1389.0	1597.0	1038.0	1341.0	1727.0	998.0	2055.0	906.0	1940.0	1459.0	711.0	640.0	1837.0	1490.0	1131.0	1287.0	1409.0	2013.0	2541.0	1645.0	2791.0	2725.0	1093.0	869.0	592.0	2165.0	1182.0	1816.0	2329.0	1958.0	531.0	772.0	546.0	349.0	654.0	642.0
cg00001809	II	9207.0	5128.0	13459.0	7469.0	6798.0	10018.0	25602.0	4888.0	6836.0	15930.0	3063.0	4958.0	3728.0	2652.0	3909.0	6957.0	4726.0	4006.0	3626.0	3913.0	3483.0	8843.0	5924.0	5141.0	21814.0	5087.0	4450.0	6142.0	7927.0	4444.0	7157.0	8563.0	8700.0	8173.0	3997.0	7272.0	3532.0	8335.0	3635.0	2805.0	3265.0	4401.0	9711.0	5148.0	4716.0	3957.0	14717.0	17477.0	24153.0	20023.0	15239.0	6488.0	5570.0	23517.0	4559.0	7670.0	6749.0	8913.0	6468.0	15564.0	7193.0	5084.0	5460.0	4166.0	14003.0
cg00004939	II	13434.0	12619.0	14539.0	9790.0	9238.0	10788.0	11938.0	12045.0	9635.0	7636.0	8547.0	12689.0	8471.0	8420.0	9328.0	9198.0	8941.0	8724.0	8442.0	6377.0	6465.0	11850.0	12621.0	12852.0	12990.0	11170.0	6968.0	8381.0	10276.0	8173.0	12535.0	11768.0	12350.0	14045.0	7470.0	15033.0	7717.0	13822.0	9792.0	11378.0	9157.0	9378.0	9425.0	10849.0	8676.0	8741.0	12519.0	13169.0	12568.0	14328.0	11767.0	12473.0	12046.0	11719.0	11631.0	12966.0	14061.0	12332.0	12784.0	8961.0	10185.0	11483.0	6427.0	10169.0	9905.0
cg00006032	II	34114.0	34464.0	34277.0	32317.0	31948.0	33672.0	32133.0	33854.0	36708.0	23860.0	26092.0	34111.0	26052.0	22066.0	21810.0	24058.0	25446.0	24273.0	27146.0	19989.0	19935.0	38661.0	35168.0	37702.0	35794.0	35748.0	21332.0	24629.0	37069.0	30333.0	34038.0	33339.0	34230.0	36366.0	20913.0	37502.0	21432.0	40344.0	29974.0	24955.0	24637.0	24780.0	27348.0	25636.0	23197.0	24665.0	33748.0	37449.0	36369.0	35755.0	30096.0	35950.0	33808.0	33540.0	32018.0	34145.0	37958.0	30837.0	36681.0	25386.0	27087.0	29387.0	30811.0	28499.0	27835.0
