probe	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00090764	10144	5226	5890	5627	6748	5936	14432	5353	4796	12952	3776	7601	3881	3498	4007	4086	3432	3857	3527	3947	3112	6313	5886	5856	12568	5297	2827	8225	3723	4135	6214	9474	7482	7365	3842	8549	3285	5839	4209	5306	4845	4483	5100	6046	4453	3703	14341	14208	13341	14643	10596	11344	4240	12217	4446	5292	4980	6125	12904	5801	6895	4630	5728	5290	5808
cg00090767	23420	23889	23118	22544	24673	23857	21363	23604	24429	11528	12021	24968	12399	12017	11060	12550	12527	12344	13068	10390	10185	26510	26309	25076	25244	25289	9800	15284	25364	13927	25153	25512	24587	25782	10299	24484	10995	27500	17341	14951	12674	14229	13488	14879	12107	13566	23924	25398	26598	24225	22341	25826	23974	25771	20347	22779	25525	19895	25021	16668	18864	20037	19928	20366	18635
cg00090782	22020	18710	19234	16746	21301	18927	23311	15796	16815	14668	14847	20053	15664	12881	11772	13717	13474	12584	14204	11581	11506	21207	19213	21070	20180	19873	12795	11117	21427	15401	18452	23093	21214	24499	11471	18472	12550	16256	14492	5127	7774	14923	14357	16520	13765	13765	18116	23983	23686	24244	19742	18781	18735	20994	17903	20314	20686	19257	20689	18638	16020	17512	15399	14876	17641
cg00090787	3121	2286	2042	2019	1521	1827	4557	5539	4672	3166	2634	2327	3440	1769	2795	2473	2330	2121	3265	1400	2070	3676	4561	3749	12050	2546	2401	4052	3953	3250	2915	2395	3445	5203	3995	5699	2163	3564	7326	1988	3852	3947	2840	2701	2723	2543	13973	15448	15804	15572	14525	2703	4471	4963	4477	2238	3663	7936	4745	942	1409	2276	1312	1299	2403
cg00090800	9297	8997	9924	11564	10690	12125	12181	4175	10835	6397	7213	8134	7276	5436	6231	7116	6457	7643	7588	5604	5409	9164	10353	10069	11172	8437	6014	6905	11980	8065	6908	9962	9585	10240	6314	9685	8206	7731	7129	5185	3337	6001	7132	7109	5432	6910	9448	8992	10567	9725	7194	10815	8635	10876	7809	7639	9642	9477	8966	9236	9037	8921	9174	8200	7889
cg00090813	3333	912	2844	1331	1757	1175	3327	2611	845	1326	952	954	1271	548	1006	1173	1589	1024	1007	1452	1073	1946	1899	2780	2066	2088	1443	3381	1928	1282	1874	2741	2195	2864	1231	3049	1907	2607	1212	2439	1496	1672	1756	2318	1133	1233	2934	4095	3086	3808	4124	2585	3467	2484	2364	1378	2522	2880	3040	1411	768	514	1158	2194	707
cg00090865	12008	13854	14105	11739	12215	14100	11621	6803	13506	9131	9983	11414	8685	8629	8457	8685	10179	10345	9389	8432	7994	12907	12056	8656	11225	12712	8820	10681	11000	8935	13728	11973	12881	14175	7562	15834	8702	16043	13442	5844	6322	10105	10275	11711	9865	9485	10946	12822	13125	12997	10825	10541	15542	9578	13211	12105	13729	9285	12460	8032	6422	5901	5927	6865	6976
cg00090936	17705	21671	19971	18179	18088	18636	19494	15067	18137	16530	17521	19313	17099	15675	15854	15845	17305	14419	17931	12783	12457	20209	19281	14849	17148	14936	13357	16895	16965	19989	21743	19910	21157	19975	13748	22978	14382	21310	21806	15095	14637	16449	16029	19134	16012	16257	19770	24000	19855	21211	19972	17960	21831	19405	17378	19591	20662	16595	21726	15246	13104	13026	14527	13075	15034
cg00091004	4049	4148	9432	2115	2585	2305	11893	5798	6252	3311	3512	2756	8566	1883	11342	12664	7361	9137	5140	4494	10996	10035	5736	4319	2926	3838	4107	4136	7862	5808	4183	3723	5134	19686	4448	11213	9506	4616	13894	2464	3015	9227	4971	4953	3860	8773	6245	7650	8239	8480	9776	3289	6362	8909	7440	6102	7795	6647	3899	2766	6678	7229	2356	2825	4175
cg00091044	24660	18595	21620	18607	19996	18150	18926	11690	16877	25869	17101	20936	18460	16609	18473	21787	17795	17204	18300	13921	17231	19977	15863	17468	17891	20444	17843	20499	17076	21570	25492	24058	24775	25752	16179	22378	16357	26605	18975	13657	11160	18617	23465	19518	19587	17908	17848	18489	19125	19952	16603	21173	16456	16901	18802	18123	22114	17011	21840	16409	16504	16533	18141	16323	17442
cg00091060	10362	5400	7672	7156	7110	6974	6491	15864	6230	9760	10481	10872	10158	6211	8959	10968	12155	6492	8123	7733	8070	12395	10280	9239	8905	10799	7909	9028	11972	5852	10169	9516	9821	14298	7806	12248	8543	12793	10961	8357	8172	10170	11566	10945	11151	10930	9724	13373	9113	11723	9448	7968	7275	2835	9907	7620	11305	8455	12007	4187	6199	3945	2149	3286	4193
cg00091063	2356	1930	2257	1485	1658	1449	1705	6152	1228	2002	1889	2029	1398	2063	1952	1843	1684	2001	1359	1365	1255	1703	1136	1916	1812	1655	1332	3323	1414	1205	2310	2472	1883	2690	1244	2822	1283	2083	3814	2010	4253	2203	2542	1985	1759	2053	1945	3337	1772	2293	2708	1829	2400	1565	2025	2284	2307	2207	1672	1290	1073	1174	1155	1120	1416
cg00091146	647	719	535	736	596	208	961	1566	596	336	773	379	587	529	552	470	529	560	536	457	563	749	953	676	1055	1298	587	607	617	568	624	830	1098	1168	406	849	452	708	1178	799	963	772	731	715	509	623	961	2014	594	553	46	545	649	408	971	781	1030	500	1357	614	516	313	256	232	325
cg00091162	9400	12535	12439	12314	11503	13356	12979	5274	11740	9541	10575	7975	9217	7507	8324	9393	9396	9251	9187	7373	7624	9828	10463	10977	11956	11948	7921	9597	10647	10629	11827	14266	13712	11247	8724	14539	9455	12852	8709	8024	6231	7661	9712	10793	9140	9153	11006	10945	12123	12342	8969	13696	10181	10861	10337	9020	10176	8900	8709	9748	9810	9305	11226	9744	9425
cg00091178	3745	2001	2023	1893	1006	1862	1261	2384	1367	749	849	1017	671	902	482	1078	871	943	668	708	710	1914	2159	853	1671	1628	738	1028	989	969	1001	1917	2475	1866	857	2947	1251	3483	1102	1221	908	880	1652	894	572	590	2640	2486	2684	2260	1203	1851	1283	1090	1255	1177	1759	1294	2132	1340	640	756	1049	682	722
cg00091285	14503	17231	19389	17003	17681	18238	18051	12356	18681	13457	13470	13813	14136	10356	11728	12745	12201	12823	14049	9355	10111	15633	15847	16653	17258	17838	10805	12645	19663	16959	16355	18205	19223	18900	11312	20504	12657	17148	12768	10874	9741	10902	12893	13893	11984	12252	16804	18695	19200	22338	16358	18287	16697	18134	17237	13375	15935	17238	15797	15248	14480	14720	16015	14174	12596
cg00091302	17621	17914	16816	8497	15294	13515	19105	6224	5597	11073	10512	14028	6356	13669	6061	11111	5487	5931	5950	6654	5984	6992	5073	11451	13568	4838	6013	14677	5909	8335	12241	18222	19086	8253	6257	13295	5025	17010	5339	3059	10932	5482	16647	6382	10087	6321	13600	17729	16340	15587	13271	5451	9192	12838	9175	8394	11344	10131	20998	5691	4927	2519	3103	10498	5228
cg00091349	476	596	327	376	471	381	721	1473	628	550	463	398	442	381	469	834	605	450	472	388	316	216	441	371	504	657	415	1007	732	545	549	549	999	880	441	408	506	914	457	768	889	518	756	676	346	468	1867	5377	1616	2637	3147	770	551	976	582	378	598	1223	665	247	424	370	239	476	437
cg00091483	20188	9001	14133	5525	3598	6755	17748	14262	10242	3832	14922	17726	12591	10821	6424	6217	10670	12773	14548	10656	2935	13520	16890	9146	17249	4053	8867	7302	13627	10966	15465	14912	20541	5454	11869	14690	8659	3759	12431	2691	2770	12835	14624	13204	5381	15517	18156	19075	18519	20179	16051	4952	16985	14743	14349	13792	20471	14013	21939	12704	10638	10478	14029	13141	11667
cg00091552	6152	7332	6309	4021	4459	4270	5443	14633	3633	3548	2625	3729	2198	2714	2750	2675	3159	2652	1433	2089	1890	4956	3892	5099	5031	4185	2074	8252	3016	2065	5472	6757	6824	7836	1857	8717	2045	7284	7607	7961	12134	4035	3875	3589	2577	2914	5943	10453	6686	8088	7721	4861	6465	5072	5364	6003	5185	5917	5900	4001	3751	3614	3234	3120	3967
cg00091589	16196	8395	11392	6908	8100	3462	6926	6542	5247	8737	8170	8869	2310	7811	6292	5413	4268	4964	1470	5420	2871	7428	4927	6283	14782	4036	4288	10382	6452	2960	5969	6415	15182	8097	6151	9053	5103	5680	2194	787	3157	8230	7798	6769	5034	8411	12450	16627	4567	14571	9240	4067	1537	5874	5533	4255	4256	2108	5350	12643	7189	6320	6485	12822	5523
cg00091596	19052	20405	19691	17276	19310	20280	18980	10616	20998	10797	12251	18209	10915	9859	9938	12358	10620	11215	11967	8960	9482	20484	19400	18373	18407	14298	9986	12069	19995	14332	17911	20024	17896	19404	9958	19052	9814	18147	15383	4452	4762	13143	11850	13610	11264	10404	16729	16866	17918	18107	16442	22467	19218	19046	16138	18025	21889	17267	17718	14524	13381	12665	15382	12851	15441
cg00091633	10130	17717	12869	7412	7494	5525	13465	12069	5504	4512	10775	14812	3929	12297	2125	2946	4585	2789	4569	4626	1333	4319	9261	8557	7973	5031	2747	13995	6212	11831	6746	6216	11134	8542	2607	20028	2138	5670	11552	4755	9055	4105	8579	9956	9148	5590	8819	9134	7579	8749	6519	16039	19399	6921	13333	8227	17297	13960	24145	15786	8044	5382	6785	4675	7995
cg00091693	1824	1633	1405	1508	1743	1185	3005	7907	1020	4862	913	1444	1556	1030	1072	2272	1336	1224	874	917	1114	1997	1434	1854	3913	2049	1248	3741	991	1112	1517	1245	3070	2208	1098	3660	1092	2166	2706	2242	3758	1399	1980	1414	1099	1350	4240	12129	4317	5259	4963	2231	1316	2208	1663	1419	1266	2079	1431	2027	739	724	889	817	558
cg00091742	646	742	891	460	415	350	575	1728	467	381	299	345	349	259	178	337	311	302	288	224	238	248	382	526	699	577	269	474	388	222	478	514	806	618	340	871	276	736	506	619	669	412	380	357	228	199	606	753	929	940	579	658	513	507	882	351	395	567	513	1043	388	285	370	267	297
cg00091760	4906	2740	4954	2427	3133	4282	5666	3247	1737	3189	2348	3272	2920	1817	3043	4365	3068	4003	1122	2718	2403	3427	3003	3158	6501	2189	2262	5791	3033	1765	2835	4043	7158	3951	2045	4444	3432	2197	3961	1291	1693	3106	3984	3532	2389	1870	6944	11863	7875	8647	7837	3133	2423	3701	3743	4014	2762	4578	4633	3343	2061	1372	1634	1830	2424
cg00091781	8249	8606	8422	8086	8134	6091	6902	9642	6934	10660	10831	9629	9972	9839	9280	10735	12033	11060	11058	7928	8106	12593	9400	10835	8821	7875	8340	11531	9087	9553	11372	7762	9319	11622	8292	12584	8866	12952	13758	5761	9749	11093	11870	13159	9620	11226	9465	10358	10373	10604	8220	8525	11613	4851	8464	7527	9373	7041	10192	4365	4920	5162	3939	6002	5096
cg00091794	20681	22192	23219	17292	19303	19634	18873	17841	18910	18201	17915	18633	20863	18853	15126	16607	16181	17965	20895	14810	14771	21892	20589	20655	19746	15760	16904	18521	20040	22383	17522	24632	25337	26771	17910	22759	15548	22138	22312	15607	19289	20902	20361	19182	14659	19413	24187	20014	24695	23611	19623	23187	19599	25364	18883	23053	24079	19085	21366	15670	16970	17464	22787	17851	15394
cg00091953	4951	8211	7707	4900	2810	4201	6407	11108	6741	10515	7358	8300	6007	9542	9966	10733	11741	10358	8597	7141	7627	11635	9134	6778	6403	11155	7179	8887	7893	9642	3809	5485	8637	12537	6375	12453	8168	8330	14124	4689	5242	10141	10654	9826	6737	10558	7320	9609	7195	8441	6425	2251	8110	2153	10869	7493	5280	6901	8481	3092	3921	4206	2026	3673	2957
cg00091960	923	881	1288	739	944	728	664	2995	1112	521	655	743	659	650	1238	2039	1166	1061	812	572	1054	939	1156	1420	922	1139	602	1537	788	938	682	975	1269	1567	592	1910	1003	976	1766	1110	1208	1413	1924	971	603	1217	1216	2839	2262	2783	1849	987	994	879	1330	1084	1079	1037	1147	427	683	525	659	481	544
cg00091964	24806	20308	24101	17243	16110	16927	15107	11624	18095	16443	17102	20882	17866	15574	15025	18573	17706	17293	19318	14106	13845	21606	21369	21338	19275	21852	14770	11962	20805	21895	21433	22182	25590	25992	14650	25886	16352	22423	19032	7239	6182	17024	17311	21452	16296	17485	18935	23945	20831	24279	23383	22935	21866	23601	24039	20750	23367	21421	23041	18233	15663	14886	20393	13752	15506
cg00092235	2383	1113	2185	1930	1205	2012	4688	1317	958	2366	752	912	459	767	606	1032	940	939	1300	955	869	1604	1656	1620	5283	1630	861	2307	1746	1782	1351	1702	1748	1921	936	1510	738	1925	1569	739	690	1104	1283	1316	1104	1103	1518	9007	4175	3387	3412	1213	2212	1268	2657	1253	2669	4051	3851	586	769	460	498	578	822
cg00092273	26137	23396	23670	23289	23882	21933	20968	19171	26408	19670	21654	24957	23529	18327	18973	21171	19726	20846	24782	16889	17668	24110	22482	24429	21557	18772	17652	23508	24663	28704	24602	25235	24886	29863	18992	24754	19826	25660	27063	18777	18065	21672	23547	24768	20994	21295	25814	22449	27528	25221	21169	24317	23269	24944	22982	25564	28288	22352	23046	17309	17401	19484	18516	18156	21014
cg00092287	11532	14162	13494	12414	13528	13505	14467	9715	14400	9422	9408	11080	9639	7154	8346	9157	8602	8914	9264	7097	7153	11957	11575	12604	12944	13627	7731	9502	14601	10611	12469	13718	13411	13024	8217	15435	9182	14054	10189	7213	4955	7630	8796	9943	8446	8998	13695	14983	15139	16170	10391	14581	13086	13122	12486	10074	12511	13130	11491	9684	7403	8730	7837	8860	8492
cg00092309	9464	3004	6759	3129	2789	5199	10855	4563	1970	11009	3087	3173	3174	3863	4291	6069	3509	3055	4428	3207	3905	5301	3861	4962	13037	3779	2858	6732	3724	7183	4806	4203	7909	4231	3276	5895	3082	4563	6963	2196	3449	3643	7548	3933	4447	3791	18831	18453	10186	14848	10117	3155	6818	12782	7129	4966	8119	14313	19713	11519	4959	3156	4727	3820	4101
cg00092383	387	260	600	234	340	560	1922	660	208	986	227	298	159	149	366	225	235	186	182	309	231	264	235	262	4753	327	262	388	525	303	160	258	1022	280	252	675	300	360	230	450	525	266	279	274	233	257	1119	1801	2165	2981	1927	358	234	1570	205	349	187	355	480	852	199	120	71	205	66
cg00092389	13458	14541	15019	14845	15981	16229	17237	10121	16493	11505	11276	11620	11313	8453	10160	11212	10559	10135	12507	8391	8824	13128	14804	15845	16689	14701	9173	10044	17589	13693	12133	15582	15848	16213	10094	18104	10809	13233	10256	6087	5422	9440	10783	11582	9538	10862	15153	13935	15641	17439	11752	15790	14708	15179	14271	12245	13368	13731	13945	13179	12803	12771	12619	12210	11063
cg00092400	2728	1551	2040	1881	1581	2354	1609	7235	1654	1612	1606	1997	1338	1670	1082	1711	1759	1554	1598	1384	1042	1766	2469	2003	2915	1974	1305	3516	1733	1436	2395	1855	2641	2805	1275	2600	1358	1917	3733	3074	4463	2008	2198	1991	1413	1370	3024	6005	2910	3455	3350	1524	3852	954	2426	1198	1953	7477	2510	1180	1225	1104	2743	937	782
cg00092443	9479	6559	8602	4330	5836	6950	8711	10606	5341	9543	4793	4778	7785	4465	5815	7961	5878	4495	2979	4103	3971	7823	6983	6271	11450	8348	4682	8735	7001	4579	5398	5253	8974	10878	4310	10685	5511	7193	6961	2987	5545	7727	4720	7002	5023	5650	13887	18116	9595	13491	12735	6732	5196	6894	8196	7491	5234	8916	6249	7727	4698	4495	3543	3956	5555
cg00092518	4010	1512	3686	3137	953	1208	2662	2143	1330	485	1283	1581	558	234	415	1237	818	868	3853	1006	636	2125	5393	4112	2665	1623	1292	1250	3797	9406	1240	2560	9376	2064	804	8067	836	1834	5420	914	1064	1625	1905	1550	626	1807	5894	4610	4382	5530	4789	1177	19965	2673	12200	3488	17697	15961	18313	672	1579	961	3206	767	1848
cg00092551	2582	2169	3328	2009	1978	2294	1727	4384	2043	1805	2650	2116	2085	1703	2105	2326	2563	2730	2330	2132	2427	2627	3000	2547	2549	3935	2002	3057	2311	3907	2241	2638	2036	2814	2303	3147	1987	3006	5156	3504	3229	3106	3010	2635	2004	2817	2353	2843	3470	3347	2231	3255	2544	2187	3786	2250	4802	2413	2689	2032	1088	2253	1925	1869	1708
cg00092565	1013	807	727	1040	2189	1278	4264	1344	810	1589	1820	1078	314	627	595	777	308	506	368	454	573	1021	748	831	2600	868	598	1276	953	373	497	823	1130	1838	434	1522	667	1194	677	908	1081	553	1156	865	555	512	896	1312	1774	1172	1048	1106	821	887	1079	650	571	1246	827	4979	532	604	566	668	296
cg00092611	15310	14737	14632	14616	15724	13237	15293	9367	15832	9451	10770	11574	10395	8157	9399	9792	9657	9323	11003	7794	7924	14473	13816	14105	15128	16462	8422	8702	15098	12300	12992	15831	15762	15382	8831	16521	9942	13419	10024	8993	5207	8637	10065	10941	9587	9531	14629	14299	15638	17103	11740	16851	14660	15932	12568	11055	12191	13512	13194	13403	12648	12839	14068	11993	11742
cg00092644	425	582	422	538	597	470	426	1492	642	640	783	594	497	630	634	584	858	738	896	647	449	653	604	798	689	690	624	1046	743	747	818	1016	665	1085	500	1266	672	733	1729	384	702	792	1056	1219	702	724	1053	2553	962	1664	693	812	1182	542	1379	664	989	689	2693	423	417	233	508	389	274
cg00092682	7404	9928	8186	6017	7003	4329	11115	7523	6957	6260	8991	7488	8858	9340	6756	12805	7200	9246	4206	6168	6150	9714	7007	9988	7284	5092	8139	12627	5508	7398	2727	6618	17033	8040	5447	16748	5928	13770	8934	2953	2860	6459	8857	8368	2849	6214	16867	15953	13490	15270	17251	5325	2886	5257	7607	6498	4767	6190	4825	1964	4300	3743	5735	5184	3181
cg00092711	14950	8856	10252	7551	9301	14676	13525	5055	8283	10889	4574	9314	4413	4869	6287	6823	5508	5012	4378	5349	5292	10072	9159	8258	18997	8703	5889	10538	6673	7657	11446	12910	12480	11100	3798	17679	7450	8414	3937	2727	3152	7597	7684	7636	7861	5236	13196	15624	15397	16220	12767	11260	7170	12883	12008	8697	7606	6756	10202	10619	7835	8077	7662	7950	7549
cg00092821	5120	4521	6497	5196	4554	4591	17126	8549	3886	4129	2786	4384	3145	2437	4036	4966	2887	2948	2824	2021	3282	4691	3732	4543	3620	10491	3074	5328	3558	3516	6171	4852	6957	6462	2539	5145	2749	6982	4393	3557	4947	3720	5593	3303	2875	3006	5189	8656	9337	7816	4632	4159	4537	4457	5294	4842	3825	4367	4011	11123	3243	2466	2690	2734	2826
cg00092967	18912	19489	19053	16962	16552	18222	16884	9785	18097	14375	15560	17443	16274	15077	14191	15353	16562	15827	18082	12883	14539	17012	17914	18709	15321	17364	14351	14275	16417	17049	19799	18275	19077	20838	14553	19660	15029	19911	16453	10732	9385	17193	17598	19573	15656	15952	19229	15993	18626	20469	14233	20950	18494	19838	16596	17747	21061	15606	19188	13636	15849	15165	13276	15101	16605
cg00092992	10264	5626	7728	5432	6842	5992	6804	8845	6317	12705	7621	7239	10459	8410	8829	13055	12102	10949	7560	7599	9400	10467	6971	8329	9280	3767	7022	11180	6472	6644	7798	9196	10307	12635	7204	12212	6884	9438	11190	2744	3276	10547	17280	11648	9007	10393	14381	16798	9537	13013	11408	5461	3237	4797	6147	5320	4453	5934	6468	4245	5258	4761	4298	5233	7339
cg00093058	23137	21276	19313	17895	17888	16636	16756	21441	17722	14328	15631	21071	15189	14747	14242	17860	16124	14947	16926	12747	12323	20014	18404	20805	21360	17659	12462	15290	19493	17673	15185	20534	20990	25882	9257	21990	13150	18055	18162	14269	9490	16145	13638	17965	12839	17212	21021	22046	20007	22016	16345	19593	20405	21605	19493	20030	22512	18892	23765	18260	21021	22574	22235	20645	23358
cg00093080	521	790	1601	754	671	495	727	658	353	696	492	755	681	687	363	659	752	553	506	618	580	809	746	797	674	637	580	533	870	567	444	525	528	1168	652	866	620	1044	595	663	639	662	728	725	588	789	883	1538	945	865	612	820	766	788	820	937	952	344	1437	321	245	511	571	278	306
cg00093087	1536	1795	2830	1787	1323	1245	1194	1580	1087	2285	2252	1549	1626	1578	1682	2209	2125	1980	2063	1556	1679	1374	1838	1480	1509	1784	1735	1690	1182	2186	1502	1857	1644	1832	1931	1934	2031	1344	1938	1786	1749	1851	2074	2198	1861	2045	1983	2365	1938	2878	1183	2258	3152	1167	2546	1314	3189	2687	3906	1993	2078	1257	1368	1394	999
cg00093095	2876	2267	5666	3010	2346	2631	1801	2437	2404	3058	2427	2135	3800	3437	2800	1803	4081	1749	9330	4762	4583	5526	5648	2956	3254	2305	2355	3622	4991	8715	2335	9209	2691	2743	1673	3025	6715	2829	4025	1643	1935	8954	2510	5467	3361	3472	13525	11548	9162	10233	5518	2358	11452	9248	7677	8797	8632	8820	14246	2849	2365	3642	4854	5412	5666
cg00093099	3095	3570	1638	1340	1421	1146	2629	7591	1734	2704	4812	5853	2892	5910	4458	5657	4070	3144	2957	2619	3824	6774	3510	4352	5295	5191	1369	2524	2460	1772	3803	2585	3310	8302	3597	6913	3267	4295	5677	1037	1793	5362	4756	2855	2779	5934	3138	8585	5173	3417	5272	1675	1680	1193	3649	3644	2752	3968	3022	763	1315	1162	884	1509	940
cg00093149	1217	829	672	489	574	582	757	2126	653	910	883	647	627	978	1175	832	993	1073	793	647	702	973	975	1003	787	728	992	1990	633	691	1130	899	1072	1123	790	1527	852	1521	2303	1184	2091	1163	1469	1245	879	928	984	1963	1493	1667	682	636	709	712	781	708	597	940	554	441	539	551	648	533	468
cg00093177	2236	1743	2153	1528	1425	2029	2335	2083	1280	1797	987	1570	866	1160	1290	2213	1272	1167	1180	1204	1200	1680	1284	1873	2584	1720	1099	1671	1825	1328	1479	3801	2721	1992	1096	2089	1245	2150	1713	1194	1942	1899	1637	1604	1583	1318	2241	4172	2313	3434	2177	1881	1235	1229	1592	1302	1926	1048	1913	938	590	955	810	925	938
cg00093220	20589	19913	18994	15265	13811	15493	14487	14807	14165	8638	9222	16397	8243	8236	7943	9660	9421	8825	7909	6701	7681	17024	16202	15102	15670	13180	8324	10889	14998	8851	17701	16863	18035	20956	8521	19076	8340	17049	12750	8469	8602	10325	10473	12766	9219	10464	17613	15907	17466	19342	15026	18420	19560	18074	16030	16083	19447	16926	18663	12380	13812	14701	14437	13814	14808
cg00093354	10626	10300	9139	9290	9161	11919	12556	20837	9453	4925	5336	9627	5557	5525	4694	5527	4613	5285	5076	3832	4818	9495	9574	9129	12836	9479	4290	7990	7850	6204	10619	9403	11057	14293	5557	11472	4587	12179	8733	10710	10742	6741	6414	7250	5118	4864	11214	14967	13504	12787	10614	8551	10703	9455	9588	9825	10266	8933	10673	8645	7327	6577	8774	7444	8334
cg00093436	958	710	435	548	640	446	551	481	680	432	659	392	441	548	603	643	589	535	560	491	466	736	924	650	523	454	354	517	339	613	778	877	761	749	578	1128	536	949	427	405	430	852	1384	647	648	674	763	676	1411	1134	668	832	552	223	1156	936	631	751	850	779	635	678	533	553	282
cg00093478	4835	2992	4591	5410	6360	5242	10558	2921	2559	14707	2567	2430	1458	2071	6516	5299	2734	17498	7502	2263	2606	3749	3776	11488	16412	2811	3917	5917	4409	8880	18800	6607	18583	8103	10330	8701	8447	6046	4167	1851	1949	3013	6493	8958	2899	7769	10182	16830	18256	19724	15951	8848	10496	14569	11295	20188	9975	8671	12379	25435	7071	11015	3323	17496	7246
cg00093522	5668	4603	4926	3659	3847	5153	3684	7814	4206	2195	2301	3480	2022	1997	2169	3168	2142	2503	1502	1759	2063	3224	3526	3469	3882	3539	2813	5120	3380	3476	3138	4271	3624	4651	1865	4755	2000	3866	4403	4421	7641	3046	3740	3793	1949	2093	4258	6426	4720	4915	4205	4195	5501	4990	5062	3602	4395	4280	6160	2734	4040	4850	3565	3349	4786
cg00093542	1881	2657	1579	1536	2500	1334	2624	1058	2227	2641	6626	1790	6876	7051	5642	6639	6598	6210	2312	4762	4589	3579	1853	1718	2904	3260	4655	4680	1664	3139	3778	2586	3148	3787	4424	4290	5622	3811	4315	1228	1912	6086	7185	7125	5997	5503	3157	3227	3171	3341	2812	1730	1001	1585	1994	2135	1625	1632	1049	1348	1645	1351	906	968	1227
cg00093544	12662	12256	13968	10186	8899	9747	19298	15177	9771	3423	4197	9701	3196	3659	2437	4289	3957	4107	5404	2508	2303	8672	10606	9352	13469	9006	2557	6445	10389	6937	8956	10038	9779	12116	2868	10339	3600	9792	10712	7147	9977	5153	4968	5722	3555	5086	18151	24001	17836	18810	16037	9102	14883	9769	11317	11108	15611	15586	23373	7272	7676	7781	9800	7074	8498
cg00093643	1137	816	560	818	786	705	1145	1936	628	519	712	1123	733	596	534	586	836	642	650	676	291	1064	1011	1283	935	769	579	966	1299	1021	1257	540	1024	1522	607	2315	752	949	1299	653	1119	761	1004	975	412	1188	846	1129	900	622	577	1436	1540	578	1558	748	1605	1131	1102	298	415	591	477	530	357
cg00093688	8762	6319	7197	6160	6310	6872	5288	7599	5173	2064	1458	6578	1324	1475	1321	1529	1533	1413	1380	1216	1249	5778	7344	5736	6406	5697	1414	1835	5694	1905	5722	8074	7296	7331	1440	7130	1655	6286	1797	1840	2075	2394	2321	1890	1553	1904	7251	5450	7100	7149	5524	6663	8925	9668	6275	7601	8249	8838	8566	5591	7617	6772	6863	6473	6798
cg00093695	3392	3126	4163	2073	2706	2447	2500	4162	3138	2797	2663	3516	2599	2313	2448	2705	2510	2033	2393	1703	2022	3227	2786	2609	3420	2253	2669	4272	2282	2910	3463	3808	3348	4703	2019	4129	2535	3456	3150	4229	4128	3746	4944	3291	2722	2578	3305	4314	4108	4062	3436	3547	3735	5620	3340	4581	3838	4657	2968	3564	3762	3273	2258	3192	3870
cg00093794	8644	8430	8794	6564	5454	6257	12173	10908	6571	9667	7023	7621	7934	6056	7745	9699	8280	8097	8276	4747	8071	8293	6820	8078	14197	6942	6042	9695	6447	9364	5415	7315	10789	13044	5882	11142	6462	6961	10710	5468	10211	6146	9505	7545	5124	8048	9435	14417	16149	16676	13441	6865	9414	8524	8851	8584	8946	9898	11167	10360	5284	5518	3572	5252	4877
cg00093815	28274	28689	27745	25788	25844	22446	22403	18712	26513	15342	22163	29307	24882	19343	19497	20578	22208	21686	23402	16846	17384	28736	30571	28265	24993	30650	18321	20266	27637	25448	31118	26787	28323	34015	17772	31610	18580	29917	23987	11632	12924	22064	22455	25370	20232	22498	28688	28823	27099	28242	24466	28719	26950	24443	27355	29106	32660	26496	28983	19959	20250	19717	19686	14517	22361
cg00093829	15067	9873	10096	7768	7561	7530	7041	8047	9234	7846	10231	14889	9560	9045	9672	10792	10979	9841	5881	7618	9006	12124	10268	11558	15549	12144	7975	7442	11632	5862	11419	11458	11500	16510	8469	14648	8746	10341	9038	2419	3287	10418	10978	12076	9995	10126	14202	13071	12027	12514	10937	12347	5208	7900	10762	11209	9373	5828	6752	9157	9985	7566	6079	9025	8141
cg00093851	640	1644	943	832	628	315	483	3749	879	1672	3180	1554	2247	3018	2180	3219	3244	2806	1733	1995	1781	1301	1251	1951	1049	1961	1467	2357	652	1140	1054	1140	1286	2469	1301	2222	1282	1015	3573	1420	1929	2682	1921	3361	1745	2574	1668	3024	1341	1307	2787	753	928	633	1281	1819	1107	1124	783	442	570	682	699	722	513
